name,ring,quadrant,isNew,moved,description
YZlzJXuqQmtOh,hold,platforms,true,-3,XHijOixKUERPjSOzQXlHJCvTWLhNyMWyPURHGEZlPiPZyFhjGmOIDLPLfAiDyhRUUncMtvzpYUiJDpgvkyYdjooSWNYfIOJRsIMgbOonLQmKyXvEVPUspmX
rBOz,assess,languages & frameworks,false,-2,RHDOunvMyjHzTDyIFYnuVfZynWCXtpQfqzGHOLFCSrRzfIKZvXClYqPgvJndlUNNCRtUhhkFQYTe
PYIZGxEFKgB,assess,techniques,false,-1,RmnWxHQXrKXBgFAhNppTLLUOkJSqxbrePfpYpJQhUZUtUEqnwBFbIttdHlZWqwGPVTAeOIdUoOssagzIkfjBZCYuIVTJFzptRIKinuraqUD
CQTQfDBK,trial,techniques,true,-1,HQakFCickqaOjTkQejPeVSVXkQfnpLsQBWHrhODtfkJrfnZiRfKBvaaggvTEvxJSbIldxgtDEIHMsXUJhbkiHBYUKNpQvrAhIgDzHwopSZUA
leX,adopt,tools,false,-2,dpBQZzZZzfBoddjoaPaonKqfcUReyjGHVTcbIKOhTaQrhFRWMLIkGxivrcrKrcCzWSeToxVTEbxKiboxJHqoGJMoIxSZSIDZHNYPFJXviHOvJzJGBYElOzuQLRbtU
NAEhNCFT,hold,languages & frameworks,false,0,MuzomqdAuUUaNsoESJpaYXoHehfyHYIZCKfWuYqBnUkwTqJrRmicRcJpdPixTYGZsEBGHhuhSzjtfLhRAevZdIVyhznEceIkbogVUjMZYxZTEzfgkxSMkWQQLXnclwcZovppJqZWdavYMYizt
qeimgViWlEI,trial,techniques,false,-1,hvjCWPYgPRqCtxlkcQantBC
WMhnkYqfmAa,assess,languages & frameworks,false,2,JfBblKLnHDSVYYzaZKksgtXjgYMFthsHvgpdwbKiySroSfacPRmURRkFIMMgdmaJqkUacvOxgktUTnHHmYqMwXULQqvfCQRFpxIjcKoXWkwpdIPREq
ewrCUrL,trial,platforms,true,2,YTuDlIaKsWZqZwKffkbCejPJSXdjfLJUHmcpbLbxLSVDAPmeqUfLYSTfuBKHUXYdWVrlpJYGWiXkMJxLGhRyKhwmjNBPSoYnLVCWpeQAKmPjEpuzkLOAOKZKHGK
Sr,hold,platforms,true,2,dnQCmyGAZXDBcFhNWIKHgdvynCnGgDezasrKkzOtxpcLxeXmKEflKgiEwkDzWYEjocjeNLP
